timestamp,zone_id,segment_id,strategy_name,price_change_pct,forecast_demand,adjusted_demand,orders_completed,orders_lost_capacity,revenue_est,utilization_rate,stress_index,customer_risk_flag
2026-01-01 00:00:00,zone_1,balanced,STATIC_BASELINE,0.0,9.155921124606891,8.8619563724224,8.8619563724224,0.0,212.6869529381376,0.39337912476637915,19.66895623831896,LOW
2026-01-01 00:00:00,zone_1,premium,STATIC_BASELINE,0.0,4.0806251777873435,4.137718496459463,4.137718496459463,0.0,136.54471038316228,0.39337912476637915,19.66895623831896,LOW
2026-01-01 00:00:00,zone_1,value,STATIC_BASELINE,0.0,15.172823500554681,15.123160423320597,15.123160423320597,0.0,272.2168876197707,0.39337912476637915,19.66895623831896,LOW
2026-01-01 00:00:00,zone_2,balanced,STATIC_BASELINE,0.0,12.491309276774897,12.329547480067628,12.329547480067628,0.0,295.90913952162305,0.3979060057009364,19.895300285046822,LOW
2026-01-01 00:00:00,zone_2,premium,STATIC_BASELINE,0.0,6.121946789178102,6.0331279532392585,6.0331279532392585,0.0,199.09322245689555,0.3979060057009364,19.895300285046822,LOW
2026-01-01 00:00:00,zone_2,value,STATIC_BASELINE,0.0,16.749676495514805,17.236285158923465,17.236285158923465,0.0,310.2531328606224,0.3979060057009364,19.895300285046822,LOW
2026-01-01 00:00:00,zone_3,balanced,STATIC_BASELINE,0.0,6.700439176194107,6.9719033397206385,6.9719033397206385,0.0,167.3256801532953,0.38622119979707203,19.3110599898536,LOW
2026-01-01 00:00:00,zone_3,premium,STATIC_BASELINE,0.0,3.0189044400531695,2.921500451875731,2.921500451875731,0.0,96.40951491189912,0.38622119979707203,19.3110599898536,LOW
2026-01-01 00:00:00,zone_3,value,STATIC_BASELINE,0.0,12.963297008052873,13.161356485605287,13.161356485605287,0.0,236.90441674089516,0.38622119979707203,19.3110599898536,LOW
2026-01-01 00:00:00,zone_4,balanced,STATIC_BASELINE,0.0,14.453541521288585,14.162017588613056,14.162017588613056,0.0,339.88842212671335,0.40131869814189997,20.065934907095,LOW
2026-01-01 00:00:00,zone_4,premium,STATIC_BASELINE,0.0,7.642065266289339,7.998920827342444,7.998920827342444,0.0,263.9643873023007,0.40131869814189997,20.065934907095,LOW
2026-01-01 00:00:00,zone_4,value,STATIC_BASELINE,0.0,17.749098764189156,18.494294960742838,18.494294960742838,0.0,332.8973092933711,0.40131869814189997,20.065934907095,LOW
2026-01-01 00:00:00,zone_5,balanced,STATIC_BASELINE,0.0,10.333421027110319,10.473822049562191,10.473822049562191,0.0,251.37172918949258,0.4034279950245382,20.17139975122691,LOW
2026-01-01 00:00:00,zone_5,premium,STATIC_BASELINE,0.0,4.762789612766943,4.883160593445051,4.883160593445051,0.0,161.14429958368666,0.4034279950245382,20.17139975122691,LOW
2026-01-01 00:00:00,zone_5,value,STATIC_BASELINE,0.0,15.888478541134335,15.912555459017991,15.912555459017991,0.0,286.42599826232384,0.4034279950245382,20.17139975122691,LOW
2026-01-01 00:00:00,zone_6,balanced,STATIC_BASELINE,0.0,5.7066334781864425,5.892609957369268,5.892609957369268,0.0,141.42263897686243,0.3910584957437212,19.55292478718606,LOW
2026-01-01 00:00:00,zone_6,premium,STATIC_BASELINE,0.0,2.204160349389162,2.192782593880543,2.192782593880543,0.0,72.36182559805792,0.3910584957437212,19.55292478718606,LOW
2026-01-01 00:00:00,zone_6,value,STATIC_BASELINE,0.0,11.499683595701747,11.314323017055832,11.314323017055832,0.0,203.65781430700497,0.3910584957437212,19.55292478718606,LOW
2026-01-01 01:00:00,zone_1,balanced,STATIC_BASELINE,0.0,8.459085523509275,8.27120857041701,8.27120857041701,0.0,198.50900569000822,0.35975768018619,17.9878840093095,LOW
2026-01-01 01:00:00,zone_1,premium,STATIC_BASELINE,0.0,3.7242527669666705,3.622332279938844,3.622332279938844,0.0,119.53696523798186,0.35975768018619,17.9878840093095,LOW
2026-01-01 01:00:00,zone_1,value,STATIC_BASELINE,0.0,13.804828404742967,13.840468113976295,13.840468113976295,0.0,249.1284260515733,0.35975768018619,17.9878840093095,LOW
2026-01-01 01:00:00,zone_2,balanced,STATIC_BASELINE,0.0,11.68539638318302,11.60466438756305,11.60466438756305,0.0,278.5119453015132,0.35732910894928815,17.866455447464407,LOW
